split,utterance,canonical_phones,mfa_phones,matched_phones
test,020020295,26,26,25
test,020020303,16,15,14
test,020020348,19,19,19
test,020020357,20,20,20
test,020020361,15,16,15
test,020020377,15,15,15
test,020070039,12,12,11
test,020070050,14,14,13
test,020070066,15,15,13
test,020070070,17,17,17
test,020070081,19,19,19
test,020070083,19,20,19
test,020070086,18,19,17
test,020070091,23,23,22
test,020070095,22,24,22
test,020070105,16,16,16
test,020070132,18,19,17
test,020070146,15,15,14
test,020070152,13,13,13
test,020070153,10,11,10
test,020070154,16,16,16
test,020070157,10,11,10
test,020070165,17,18,15
test,020070166,11,11,11
test,020140004,15,15,15
test,020140014,15,15,13
test,020140028,13,14,12
test,020140032,14,14,13
test,020140036,12,12,12
test,020140041,12,16,12
test,020140045,12,13,11
test,020140048,14,14,12
test,020140055,15,15,15
test,020140059,23,24,21
test,020140074,14,14,13
test,020140083,18,19,18
test,020140087,19,20,17
test,020140096,28,30,26
test,020140099,22,22,22
test,020140114,16,16,15
test,020140117,18,18,18
test,020140133,23,23,23
test,020140173,13,13,13
test,020160042,19,19,17
test,020160068,32,34,32
test,020160093,27,27,26
test,020160128,24,24,23
test,020160131,24,24,22
test,020160132,24,24,21
test,020160151,26,27,24
test,020160171,24,24,22
test,020160178,25,25,22
test,020160207,20,22,19
test,020160222,14,13,13
test,020160245,28,29,25
test,020160264,12,12,11
test,020160295,20,20,19
test,020160312,12,12,10
test,020160318,14,14,13
test,020160335,21,21,20
test,020160344,15,15,14
test,020160347,26,25,24
test,020160371,24,24,24
test,020270001,20,20,20
test,020270005,16,16,15
test,020270020,15,15,15
test,020270030,13,14,13
test,020270042,10,12,10
test,020270048,12,13,12
test,020270049,12,13,12
test,020270077,20,20,18
test,020270087,17,17,16
test,020270108,20,20,19
test,020270113,12,13,12
test,020270136,14,14,13
test,020270142,20,21,20
test,020270146,22,23,19
test,020270161,10,10,10
test,020270167,12,12,12
test,020270168,14,14,14
test,020270170,10,10,9
test,020270171,14,14,13
test,020270174,13,13,13
test,020300005,15,15,14
test,020300012,17,17,16
test,020300017,15,15,14
test,020300020,18,18,18
test,020300044,12,12,11
test,020300056,17,17,17
test,020300057,17,17,16
test,020300059,16,15,15
test,020300065,17,17,16
test,020300073,12,13,11
test,020300083,21,22,20
test,020300097,18,18,18
test,020300121,12,13,12
test,020300132,13,13,13
test,020300143,14,14,13
test,020300147,15,16,14
test,020300156,12,12,10
test,020300171,15,15,14
test,020300173,13,13,12
test,020310032,14,15,14
test,020310042,19,20,16
test,020310075,28,29,26
test,020310085,22,22,20
test,020310112,17,17,17
test,020310114,26,26,25
test,020310133,28,28,26
test,020310141,17,17,17
test,020310148,19,19,17
test,020310151,22,23,20
test,020310154,13,13,13
test,020310174,19,19,18
test,020310219,18,19,18
test,020310273,26,28,23
test,020310281,16,16,16
test,020310295,26,26,26
test,020310297,14,14,13
test,020310322,18,19,18
test,020310335,12,12,11
test,020310376,20,20,20
test,021120025,18,18,16
test,021120059,25,26,23
test,021120074,25,25,20
test,021120075,35,36,34
test,021120085,14,14,14
test,021120108,31,31,29
test,021120135,28,28,24
test,021120151,14,14,12
test,021120161,23,22,18
test,021120164,24,24,24
test,021120171,14,15,14
test,021120187,20,21,20
test,021120232,22,22,20
test,021120233,20,21,17
test,021120250,27,28,24
test,021120256,26,26,24
test,021120296,19,18,16
test,021120309,32,31,29
test,021120321,29,30,28
test,021120354,16,17,14
test,021160002,25,25,24
test,021160027,25,25,25
test,021160075,28,28,27
test,021160080,13,13,10
test,021160089,27,28,25
test,021160090,23,23,21
test,021160120,32,32,30
test,021160134,17,16,15
test,021160185,23,23,23
test,021160188,12,13,12
test,021160195,16,16,16
test,021160198,20,20,20
test,021160203,18,18,18
test,021160207,15,15,14
test,021160212,18,18,17
test,021160232,17,17,17
test,021160249,23,23,22
test,021160303,28,29,27
test,021160310,30,30,30
test,021160326,25,25,25
test,022520012,25,25,24
test,022520036,18,18,17
test,022520067,19,19,18
test,022520159,12,13,11
test,022520174,31,32,29
test,022520200,13,14,12
test,022520203,23,23,21
test,022520209,27,27,26
test,022520221,14,15,14
test,022520225,14,15,14
test,022520226,19,20,19
test,022520258,21,22,18
test,022520272,26,26,26
test,022520290,19,19,18
test,022520337,13,13,13
test,022520345,22,22,21
test,022520358,30,30,30
test,022520360,20,21,20
test,022520366,22,25,22
test,022520375,16,17,14
test,023270032,21,22,19
test,023270080,17,18,17
test,023270098,19,18,15
test,023270118,19,18,17
test,023270120,20,20,20
test,023270140,22,22,22
test,023270148,21,22,21
test,023270161,20,20,19
test,023270171,16,15,14
test,023270214,18,18,17
test,023270237,29,30,28
test,023270268,19,19,18
test,023270280,14,14,12
test,023270286,12,12,12
test,023270303,21,23,21
test,023270315,17,17,15
test,023270319,25,26,23
test,023270321,25,25,23
test,023270331,22,22,21
test,023270364,23,23,20
test,023550002,42,43,40
test,023550003,38,39,36
test,023550008,21,21,21
test,023550013,17,17,16
test,023550099,19,19,16
test,023550123,21,21,20
test,023550138,15,15,14
test,023550167,12,12,12
test,023550175,25,26,23
test,023550201,29,30,26
test,023550202,25,26,25
test,023550230,38,37,37
test,023550233,17,17,17
test,023550237,24,25,21
test,023550257,26,25,22
test,023550260,18,18,18
test,023550290,19,20,18
test,023550310,19,18,18
test,023550319,13,13,13
test,023550341,17,17,16
test,024380040,24,24,21
test,024380041,17,18,15
test,024380116,26,26,25
test,024380142,23,22,20
test,024380154,11,11,10
test,024380194,17,17,16
test,024380197,22,22,18
test,024380200,22,22,21
test,024380204,17,18,17
test,024380234,17,17,17
test,024380247,13,13,12
test,024380265,17,17,17
test,024380276,20,20,20
test,024380278,26,27,24
test,024380315,11,11,11
test,024380317,24,25,24
test,024380325,26,26,26
test,024380354,18,18,18
test,024380363,18,18,17
test,024380369,18,17,16
test,024410049,16,17,15
test,024410052,30,30,29
test,024410092,36,36,35
test,024410098,27,27,26
test,024410110,34,35,33
test,024410149,20,21,19
test,024410158,14,15,13
test,024410160,20,20,19
test,024410173,28,28,25
test,024410222,20,21,20
test,024410228,20,21,20
test,024410240,15,15,13
test,024410241,21,21,17
test,024410294,15,16,14
test,024410312,35,36,33
test,024410318,24,25,23
test,024410322,20,21,18
test,024410350,17,17,17
test,024410368,27,29,24
test,024410377,14,16,11
test,024480016,29,30,27
test,024480028,18,18,18
test,024480094,29,31,28
test,024480095,30,29,26
test,024480105,27,28,27
test,024480127,30,32,27
test,024480159,19,20,19
test,024480186,15,15,13
test,024480188,30,29,27
test,024480212,23,24,22
test,024480228,17,17,17
test,024480232,30,30,28
test,024480241,20,20,20
test,024480244,19,19,18
test,024480251,16,16,16
test,024480255,22,22,20
test,024480270,15,15,15
test,024480292,26,27,23
test,024480297,25,25,25
test,024480335,14,14,14
test,024510017,19,20,19
test,024510043,27,28,26
test,024510061,24,24,24
test,024510070,33,36,33
test,024510114,27,27,27
test,024510164,21,23,21
test,024510179,19,19,18
test,024510195,21,23,20
test,024510206,20,21,20
test,024510215,30,30,27
test,024510224,30,30,29
test,024510247,28,29,26
test,024510252,23,24,22
test,024510275,13,14,11
test,024510316,18,20,18
test,024510323,18,19,18
test,024510336,21,21,20
test,024510351,22,22,22
test,024510352,25,25,25
test,024510375,13,13,13
test,024880041,18,18,17
test,024880059,21,21,21
test,024880070,20,19,19
test,024880098,16,16,13
test,024880118,28,28,27
test,024880155,22,22,19
test,024880176,19,19,18
test,024880190,25,25,22
test,024880194,21,21,20
test,024880195,20,21,19
test,024880207,17,16,14
test,024880210,22,22,21
test,024880234,16,16,16
test,024880245,18,18,14
test,024880258,25,25,24
test,024880267,15,15,13
test,024880269,19,19,19
test,024880299,32,30,28
test,024880303,19,19,19
test,024880339,19,19,18
test,025380004,35,36,33
test,025380051,18,19,18
test,025380065,15,15,13
test,025380091,22,23,21
test,025380107,31,33,29
test,025380133,15,15,14
test,025380149,18,18,16
test,025380151,18,18,18
test,025380152,20,20,20
test,025380158,29,29,26
test,025380162,18,18,17
test,025380175,27,28,26
test,025380202,14,14,14
test,025380217,23,23,23
test,025380251,22,22,20
test,025380256,22,23,21
test,025380277,16,16,16
test,025380298,20,20,20
test,025380340,17,17,17
test,025380347,25,25,23
test,027400077,22,23,22
test,027400094,19,19,18
test,027400125,16,16,16
test,027400126,16,16,16
test,027400145,21,21,18
test,027400146,23,23,23
test,027400151,24,26,23
test,027400171,24,24,22
test,027400173,18,18,16
test,027400176,15,15,13
test,027400201,22,22,22
test,027400238,21,21,20
test,027400246,25,25,23
test,027400276,14,14,13
test,027400283,15,15,15
test,027400286,16,16,16
test,027400289,23,23,21
test,027400295,19,19,18
test,027400321,24,24,22
test,027400372,21,22,21
test,028920012,21,21,21
test,028920027,19,18,17
test,028920044,27,28,27
test,028920050,22,22,21
test,028920120,15,15,13
test,028920122,15,15,15
test,028920128,14,14,12
test,028920131,22,23,22
test,028920174,14,15,14
test,028920200,20,20,19
test,028920207,16,16,16
test,028920213,23,23,23
test,028920214,19,19,16
test,028920224,15,16,15
test,028920235,22,21,20
test,028920239,18,19,15
test,028920242,26,26,24
test,028920259,19,19,17
test,028920315,21,21,21
test,028920321,15,16,15
test,028970002,26,27,24
test,028970016,32,32,30
test,028970022,31,31,31
test,028970039,32,32,30
test,028970052,21,22,19
test,028970088,12,12,10
test,028970129,16,16,15
test,028970146,19,19,18
test,028970153,21,22,21
test,028970158,20,20,19
test,028970190,17,17,16
test,028970198,20,20,18
test,028970221,17,17,16
test,028970245,22,22,18
test,028970251,20,20,20
test,028970273,15,14,13
test,028970279,13,14,12
test,028970294,19,19,17
test,028970329,24,24,24
test,029170012,28,29,27
test,029170043,25,26,22
test,029170055,37,39,35
test,029170086,13,13,13
test,029170104,20,21,19
test,029170149,18,18,17
test,029170156,16,18,16
test,029170161,27,27,27
test,029170177,29,27,25
test,029170181,17,17,17
test,029170196,13,13,13
test,029170197,22,23,20
test,029170211,25,25,23
test,029170226,19,21,18
test,029170231,24,24,24
test,029170252,16,15,13
test,029170309,34,35,32
test,029170321,21,21,21
test,029170359,31,31,29
test,029170362,22,23,20
test,029370015,13,15,12
test,029370032,23,24,19
test,029370106,33,35,28
test,029370108,41,44,39
test,029370123,14,14,14
test,029370126,20,21,18
test,029370142,20,20,19
test,029370153,12,12,10
test,029370185,13,14,12
test,029370193,11,11,10
test,029370210,22,21,21
test,029370217,23,24,21
test,029370221,17,16,16
test,029370230,27,29,26
test,029370235,21,22,20
test,029370239,16,16,15
test,029370270,18,18,18
test,029370303,20,20,19
test,029370379,17,17,16
test,030070015,19,20,19
test,030070017,11,11,11
test,030070019,19,19,17
test,030070022,13,14,13
test,030070025,16,14,13
test,030070043,13,13,13
test,030070049,20,21,19
test,030070054,20,21,19
test,030070058,10,10,10
test,030070066,13,13,13
test,030070093,20,20,20
test,030070094,22,22,20
test,030070099,10,10,9
test,030070108,13,13,13
test,030070111,12,13,12
test,030070112,24,24,23
test,030070135,16,17,16
test,030070138,16,17,16
test,030070152,26,26,25
test,030070159,13,13,12
test,030120001,21,21,21
test,030120003,24,24,22
test,030120018,10,10,9
test,030120021,13,13,13
test,030120029,13,13,13
test,030120044,18,20,17
test,030120072,11,12,10
test,030120079,7,7,7
test,030120089,15,15,15
test,030120097,16,16,16
test,030120106,17,18,16
test,030120121,11,11,10
test,030120141,14,15,14
test,030120150,10,11,9
test,030120154,10,10,9
test,030120155,13,13,13
test,030120157,14,15,14
test,030120163,12,13,11
test,030120165,12,12,12
test,030120173,12,12,11
test,030140009,11,11,10
test,030140010,21,21,18
test,030140017,15,15,15
test,030140025,20,20,18
test,030140043,10,10,10
test,030140053,16,16,16
test,030140075,15,15,15
test,030140086,15,15,15
test,030140089,11,11,11
test,030140092,11,11,11
test,030140095,13,13,13
test,030140099,12,13,12
test,030140126,25,24,21
test,030140128,16,16,16
test,030140129,6,7,6
test,030140132,20,20,18
test,030140134,17,17,16
test,030140144,11,11,11
test,030140147,11,11,11
test,030140173,10,10,10
test,030270013,15,15,14
test,030270014,25,26,23
test,030270026,24,26,24
test,030270033,25,25,23
test,030270049,22,22,22
test,030270053,17,17,15
test,030270054,17,17,16
test,030270073,18,18,16
test,030270075,11,12,10
test,030270083,14,14,13
test,030270093,15,15,14
test,030270116,16,17,15
test,030270121,22,22,22
test,030270140,15,16,14
test,030270141,22,23,22
test,030270147,11,11,11
test,030270151,12,12,12
test,030270161,13,13,13
test,030270168,11,11,11
test,030270175,21,21,21
test,030600004,18,16,15
test,030600011,17,17,16
test,030600020,10,11,10
test,030600023,18,18,16
test,030600039,14,14,14
test,030600041,15,16,14
test,030600042,10,10,9
test,030600052,21,20,18
test,030600054,17,17,16
test,030600055,11,11,11
test,030600070,16,16,16
test,030600085,16,17,16
test,030600099,13,13,13
test,030600104,13,13,12
test,030600140,14,15,13
test,030600147,12,11,11
test,030600154,11,12,10
test,030600156,16,17,16
test,030600160,11,11,11
test,030600168,26,27,21
test,030750012,18,18,15
test,030750030,20,21,18
test,030750034,20,20,17
test,030750042,14,14,14
test,030750057,18,19,15
test,030750058,13,13,13
test,030750061,12,13,12
test,030750074,15,15,14
test,030750076,16,16,14
test,030750078,18,18,18
test,030750088,10,11,10
test,030750093,16,16,13
test,030750098,16,17,16
test,030750108,11,12,11
test,030750119,9,10,9
test,030750128,16,16,16
test,030750146,13,13,12
test,030750155,13,13,13
test,030750165,6,6,5
test,030750170,12,12,11
test,032140001,13,13,11
test,032140007,21,23,18
test,032140013,9,9,9
test,032140017,15,15,14
test,032140025,21,22,19
test,032140054,8,9,8
test,032140060,19,19,19
test,032140069,12,13,12
test,032140073,10,10,9
test,032140078,14,15,12
test,032140082,26,27,23
test,032140087,9,9,9
test,032140094,9,9,9
test,032140110,14,14,12
test,032140117,14,14,14
test,032140121,26,28,23
test,032140135,14,14,13
test,032140150,9,9,8
test,032140164,9,9,9
test,032140169,10,10,9
test,034120002,12,12,12
test,034120012,8,8,7
test,034120027,18,18,18
test,034120035,18,19,18
test,034120047,10,10,10
test,034120050,10,10,10
test,034120052,16,16,16
test,034120067,14,14,13
test,034120077,16,16,16
test,034120085,14,15,13
test,034120101,11,11,10
test,034120111,11,11,11
test,034120125,14,14,12
test,034120155,11,13,11
test,034120161,13,13,11
test,034120162,13,13,12
test,034120165,13,14,13
test,034120170,15,16,14
test,034120173,17,18,17
test,034120174,13,13,12
test,036310007,15,15,15
test,036310021,12,12,10
test,036310035,16,16,15
test,036310036,16,16,16
test,036310041,17,18,16
test,036310047,18,18,17
test,036310062,22,22,22
test,036310063,13,13,12
test,036310080,13,13,12
test,036310097,21,21,20
test,036310098,19,20,18
test,036310100,15,15,13
test,036310110,17,19,17
test,036310116,20,21,18
test,036310120,13,13,13
test,036310134,16,16,15
test,036310148,25,25,24
test,036310159,19,19,19
test,036310170,12,13,12
test,036310171,15,16,15
test,050150021,19,20,19
test,050150024,24,24,24
test,050150028,10,10,10
test,050150041,30,30,30
test,050150069,13,13,13
test,050150070,19,19,18
test,050150091,17,17,16
test,050150093,26,27,24
test,050150108,20,20,18
test,050150116,28,30,28
test,050150125,19,19,19
test,050150129,14,13,13
test,050150142,13,13,13
test,050150145,16,16,16
test,050150159,13,13,13
test,050150163,11,11,11
test,050150165,14,14,14
test,050150170,21,21,20
test,050150173,23,24,22
test,050150175,10,10,8
test,050170001,15,16,15
test,050170002,26,25,24
test,050170005,18,17,15
test,050170051,15,15,14
test,050170092,12,12,12
test,050170099,18,18,16
test,050170100,8,8,7
test,050170101,21,22,21
test,050170102,22,22,21
test,050170113,19,19,16
test,050170117,17,17,16
test,050170123,10,10,10
test,050170129,11,11,10
test,050170131,33,32,31
test,050170132,31,31,31
test,050170136,13,14,12
test,050170145,20,21,17
test,050170151,19,19,18
test,050170154,20,20,20
test,050170165,24,24,21
test,050290009,22,22,20
test,050290028,28,28,26
test,050290038,22,23,20
test,050290042,16,16,16
test,050290060,24,25,22
test,050290062,20,21,16
test,050290068,19,19,17
test,050290079,14,14,13
test,050290087,31,32,31
test,050290120,20,20,18
test,050290126,19,20,17
test,050290129,17,18,17
test,050290132,22,23,21
test,050290136,18,18,18
test,050290145,25,25,25
test,050290149,11,11,10
test,050290156,9,9,8
test,050290162,10,10,9
test,050290167,22,23,22
test,050290174,9,9,8
test,050390001,30,29,27
test,050390011,20,19,17
test,050390020,13,15,13
test,050390021,13,13,13
test,050390038,23,24,22
test,050390040,21,23,20
test,050390048,22,22,22
test,050390049,18,18,18
test,050390057,18,18,18
test,050390059,20,20,20
test,050390081,11,11,11
test,050390084,10,10,10
test,050390087,20,20,20
test,050390090,18,18,16
test,050390092,11,11,11
test,050390097,13,13,9
test,050390114,11,12,11
test,050390129,17,17,16
test,050390130,13,13,13
test,050390175,18,18,17
test,050720001,14,15,14
test,050720003,15,16,12
test,050720006,25,24,24
test,050720017,17,18,17
test,050720025,9,9,9
test,050720040,14,13,13
test,050720045,23,21,19
test,050720063,22,22,20
test,050720072,20,20,18
test,050720076,29,29,29
test,050720078,25,26,24
test,050720079,25,25,22
test,050720102,17,18,14
test,050720124,31,32,30
test,050720126,13,13,13
test,050720136,11,11,11
test,050720138,17,17,17
test,050720150,17,17,16
test,050720158,24,25,23
test,050720175,24,24,24
test,052200004,22,23,21
test,052200008,15,15,13
test,052200020,19,19,17
test,052200044,22,22,18
test,052200050,27,27,26
test,052200064,9,9,8
test,052200066,14,14,14
test,052200076,13,12,11
test,052200089,10,10,9
test,052200092,14,15,13
test,052200094,12,12,12
test,052200095,15,16,13
test,052200101,13,13,13
test,052200110,18,18,17
test,052200142,24,25,22
test,052200150,21,21,21
test,052200152,21,22,18
test,052200155,23,23,22
test,052200162,17,17,15
test,052200168,21,21,18
test,054060017,14,14,13
test,054060036,31,32,29
test,054060044,20,21,20
test,054060049,12,12,11
test,054060064,23,23,22
test,054060076,26,27,25
test,054060077,12,12,12
test,054060091,14,14,14
test,054060099,29,29,29
test,054060104,15,15,14
test,054060113,10,11,10
test,054060116,13,13,13
test,054060119,10,10,9
test,054060126,22,24,21
test,054060139,26,26,25
test,054060147,29,29,29
test,054060149,28,28,27
test,054060153,13,13,12
test,054060172,13,14,13
test,054060173,24,25,23
test,054280012,17,17,17
test,054280018,10,10,9
test,054280021,8,8,8
test,054280023,20,20,20
test,054280024,18,19,18
test,054280030,14,14,12
test,054280040,26,26,24
test,054280042,18,18,18
test,054280049,14,14,14
test,054280053,12,12,12
test,054280057,24,23,21
test,054280062,31,34,31
test,054280078,21,21,16
test,054280109,18,19,18
test,054280118,23,23,23
test,054280125,9,9,9
test,054280128,15,15,15
test,054280146,9,9,9
test,054280148,17,17,17
test,054280175,12,13,12
test,054320015,11,11,11
test,054320019,12,11,9
test,054320020,18,18,17
test,054320024,32,32,30
test,054320037,18,19,15
test,054320041,22,22,21
test,054320058,24,21,21
test,054320061,19,19,19
test,054320067,12,12,12
test,054320073,10,11,10
test,054320076,16,16,15
test,054320080,23,24,23
test,054320092,15,16,15
test,054320099,32,32,31
test,054320100,24,24,22
test,054320118,30,30,29
test,054320129,28,28,24
test,054320136,19,18,17
test,054320140,20,22,16
test,054320149,30,30,29
test,055470005,17,17,17
test,055470009,10,10,10
test,055470040,27,26,25
test,055470046,21,21,21
test,055470047,21,22,20
test,055470080,26,27,24
test,055470082,21,21,19
test,055470088,18,18,15
test,055470104,23,22,18
test,055470105,15,16,15
test,055470120,18,18,17
test,055470122,18,18,17
test,055470126,19,19,18
test,055470129,14,14,13
test,055470131,12,13,11
test,055470141,19,20,19
test,055470152,17,16,14
test,055470170,14,15,14
test,055470172,14,15,14
test,055470175,14,15,13
test,060670002,26,26,25
test,060670003,24,26,23
test,060670017,29,29,29
test,060670029,18,17,14
test,060670035,27,27,22
test,060670036,16,16,15
test,060670038,23,24,23
test,060670041,15,15,15
test,060670044,27,27,24
test,060670049,19,20,17
test,060670060,24,24,22
test,060670062,15,16,15
test,060670072,20,20,20
test,060670075,22,22,20
test,060670080,28,28,27
test,060670094,29,29,29
test,060670111,20,20,19
test,060670140,17,17,16
test,060670144,23,23,22
test,060670149,10,10,10
test,060990011,12,12,11
test,060990014,15,16,14
test,060990023,14,14,14
test,060990029,27,28,27
test,060990030,18,18,18
test,060990034,22,22,20
test,060990035,15,14,14
test,060990039,14,14,13
test,060990059,29,29,27
test,060990078,22,19,17
test,060990083,19,20,19
test,060990089,15,15,15
test,060990093,16,16,16
test,060990117,22,22,21
test,060990121,21,19,17
test,060990124,16,17,16
test,060990129,21,21,21
test,060990155,17,17,16
test,060990168,19,19,18
test,060990175,23,24,23
test,069020020,18,18,16
test,069020024,17,18,17
test,069020037,14,13,11
test,069020044,26,28,23
test,069020048,13,12,12
test,069020059,18,19,17
test,069020065,21,21,20
test,069020075,16,16,16
test,069020090,28,29,26
test,069020091,19,20,18
test,069020096,27,27,26
test,069020103,20,20,19
test,069020114,22,23,22
test,069020123,10,10,10
test,069020143,16,16,13
test,069020155,17,17,16
test,069020163,15,14,13
test,069020168,16,16,16
test,069020175,13,13,13
test,080630011,19,20,18
test,080630014,17,17,16
test,080630019,14,14,13
test,080630030,15,15,14
test,080630038,19,19,19
test,080630044,17,18,17
test,080630053,28,28,28
test,080630062,20,21,18
test,080630086,25,25,25
test,080630090,33,33,32
test,080630091,22,22,22
test,080630093,17,17,17
test,080630094,19,19,17
test,080630123,14,14,14
test,080630125,22,22,20
test,080630140,16,17,16
test,080630147,24,24,23
test,080630152,17,17,13
test,080630155,20,23,19
test,080630170,22,23,22
test,080680011,19,19,17
test,080680020,14,15,14
test,080680029,27,27,26
test,080680031,27,27,27
test,080680056,19,20,18
test,080680060,19,19,19
test,080680066,21,21,20
test,080680069,28,28,28
test,080680084,18,17,17
test,080680090,15,14,13
test,080680095,25,25,23
test,080680106,16,17,13
test,080680108,30,31,26
test,080680129,27,27,26
test,080680133,29,28,25
test,080680151,19,19,17
test,080680153,24,26,24
test,080680170,26,26,26
test,080680173,15,16,15
test,080680174,11,12,11
test,081530002,16,17,15
test,081530014,34,36,32
test,081530016,19,17,16
test,081530018,14,14,12
test,081530023,23,23,22
test,081530038,29,29,28
test,081530065,20,20,18
test,081530073,26,28,25
test,081530085,18,17,15
test,081530088,17,17,16
test,081530096,20,21,18
test,081530100,28,28,27
test,081530107,20,20,17
test,081530109,25,25,25
test,081530125,13,13,13
test,081530139,15,15,14
test,081530146,19,19,17
test,081530165,16,17,14
test,081530167,28,26,25
test,081530170,21,22,20
test,085810002,20,21,18
test,085810012,15,15,15
test,085810018,22,22,22
test,085810038,31,32,29
test,085810040,27,26,24
test,085810043,18,18,17
test,085810048,24,23,21
test,085810056,13,13,13
test,085810078,24,25,23
test,085810084,21,21,21
test,085810086,12,12,11
test,085810112,31,31,29
test,085810116,25,25,21
test,085810119,24,23,22
test,085810120,25,26,25
test,085810121,23,24,22
test,085810152,17,17,17
test,085810159,24,24,24
test,085810163,16,16,14
test,085810167,21,20,19
test,085840013,24,25,23
test,085840020,28,29,27
test,085840022,17,16,15
test,085840036,19,18,18
test,085840040,13,13,12
test,085840059,27,27,24
test,085840072,22,23,22
test,085840075,24,24,24
test,085840077,18,18,17
test,085840086,17,16,13
test,085840089,21,22,21
test,085840092,16,17,14
test,085840099,18,18,17
test,085840115,25,26,23
test,085840117,12,13,11
test,085840123,31,31,31
test,085840141,18,18,17
test,085840147,22,22,22
test,085840157,27,27,27
test,085840167,35,34,33
test,090880018,15,15,14
test,090880060,14,15,12
test,090880064,21,22,21
test,090880065,27,28,27
test,090880086,19,19,19
test,090880090,30,30,28
test,090880093,20,20,20
test,090880095,46,46,43
test,090880100,26,26,25
test,090880120,23,23,23
test,090880126,16,17,14
test,090880130,21,20,19
test,090880132,14,14,13
test,090880140,18,20,17
test,090880142,32,33,31
test,090880145,16,16,16
test,090880147,16,16,13
test,090880154,19,19,17
test,090880157,30,30,30
test,090880163,27,27,26
test,091010017,23,23,22
test,091010032,21,21,19
test,091010049,23,23,22
test,091010050,28,29,25
test,091010055,16,16,16
test,091010063,21,21,20
test,091010070,14,15,14
test,091010072,20,21,19
test,091010082,10,10,10
test,091010100,27,28,27
test,091010107,26,26,25
test,091010109,31,31,30
test,091010123,19,19,18
test,091010127,23,23,23
test,091010133,16,16,15
test,091010138,25,25,22
test,091010139,18,18,18
test,091010142,16,16,16
test,091010149,25,25,25
test,091010151,23,23,23
test,091070001,17,17,16
test,091070033,18,19,17
test,091070038,27,27,27
test,091070040,31,32,31
test,091070049,18,18,18
test,091070056,21,21,20
test,091070061,18,19,17
test,091070065,20,20,19
test,091070074,31,32,28
test,091070089,21,21,20
test,091070108,29,29,29
test,091070135,15,15,15
test,091070138,14,15,13
test,091070140,28,30,27
test,091070142,36,36,36
test,091070143,17,18,16
test,091070162,23,23,22
test,091070163,16,16,15
test,091070174,28,28,28
test,091070175,17,17,17
test,091180015,23,23,22
test,091180025,23,23,21
test,091180035,26,26,21
test,091180042,21,21,21
test,091180044,28,29,25
test,091180050,20,20,18
test,091180056,26,27,24
test,091180064,12,12,11
test,091180075,27,27,24
test,091180078,29,30,27
test,091180088,28,30,27
test,091180091,30,31,30
test,091180101,18,18,16
test,091180110,15,15,14
test,091180133,24,24,22
test,091180151,16,16,15
test,091180157,24,24,21
test,091180159,19,19,19
test,091180161,27,28,26
test,091180163,25,25,24
test,095530005,23,23,23
test,095530010,17,17,17
test,095530011,14,14,14
test,095530016,13,13,12
test,095530028,30,31,28
test,095530041,22,22,21
test,095530049,26,26,25
test,095530059,15,16,14
test,095530066,31,31,30
test,095530082,30,32,30
test,095530083,16,17,15
test,095530085,21,21,20
test,095530116,24,24,22
test,095530118,18,19,18
test,095530129,27,27,25
test,095530144,22,22,22
test,095530152,15,16,15
test,095530154,17,17,16
test,095530161,20,20,19
test,095530173,17,17,17
test,095550027,20,20,18
test,095550043,17,17,17
test,095550044,22,22,21
test,095550046,19,19,16
test,095550051,22,24,22
test,095550053,27,29,27
test,095550073,24,25,24
test,095550075,22,23,21
test,095550081,11,11,10
test,095550082,23,23,23
test,095550092,27,27,25
test,095550100,27,28,27
test,095550107,13,13,12
test,095550116,22,22,21
test,095550126,16,17,16
test,095550134,16,17,16
test,095550143,24,24,20
test,095550146,18,18,18
test,095550148,15,15,15
test,095550173,28,30,27
test,095580008,24,24,24
test,095580012,28,28,24
test,095580016,24,23,22
test,095580039,23,23,23
test,095580045,32,33,30
test,095580056,19,21,19
test,095580067,18,19,17
test,095580071,37,38,33
test,095580078,17,17,17
test,095580088,33,34,31
test,095580097,24,24,22
test,095580099,18,18,18
test,095580101,32,33,31
test,095580102,21,21,20
test,095580116,21,22,19
test,095580128,17,17,16
test,095580133,25,25,25
test,095580157,23,23,21
test,095580166,31,31,28
test,095580173,17,17,17
test,096010001,20,20,19
test,096010002,26,26,25
test,096010004,23,24,22
test,096010005,20,19,18
test,096010006,22,22,21
test,096010007,15,15,14
test,096010008,24,23,21
test,096010009,31,31,30
test,096010010,28,28,27
test,096010011,23,22,22
test,096010012,28,29,28
test,096010013,26,27,24
test,096010015,22,22,21
test,096010016,23,23,22
test,096010018,17,17,16
test,096010019,26,26,26
test,096010020,31,31,31
test,096010021,22,23,20
test,096010022,19,19,18
test,096010023,22,23,20
test,096080003,23,23,21
test,096080005,24,24,21
test,096080006,31,31,31
test,096080007,28,29,27
test,096080008,20,20,19
test,096080009,19,18,16
test,096080010,16,16,14
test,096080012,22,22,21
test,096080013,27,27,25
test,096080014,19,19,15
test,096080015,21,21,19
test,096080017,20,20,20
test,096080018,28,27,26
test,096080021,29,30,24
test,096080022,28,27,25
test,096080023,27,27,27
test,096080024,32,35,30
test,096080025,20,20,20
test,096080026,24,24,23
test,096080027,30,31,30
test,096100001,27,27,25
test,096100002,22,21,19
test,096100003,29,30,28
test,096100004,21,20,19
test,096100005,19,18,18
